,location,total_sqft,bath,price,bhk,encoded_loc
3334,Hennur Road,2700.0,3.0,150.0,3,85
3335,Amruthahalli,1605.0,3.0,65.0,3,12
3336,Margondanahalli,900.0,2.0,49.0,2,147
3337,Sarjapur,1830.0,3.0,88.0,3,176
3338,others,1800.0,4.0,68.0,5,211
3339,Uttarahalli,1065.0,2.0,42.59,2,197
3340,others,946.0,2.0,45.0,2,211
3341,Laggere,1500.0,1.0,60.0,1,139
3342,Kudlu Gate,1656.0,3.0,80.0,3,135
3343,Uttarahalli,1075.0,2.0,46.76,2,197
3344,others,1540.0,3.0,85.0,3,211
3345,LB Shastri Nagar,665.0,1.0,32.0,1,138
3346,Electronics City Phase 1,1145.0,2.0,54.0,2,67
3347,Whitefield,1185.0,2.0,41.0,2,205
3348,Uttarahalli,1155.0,2.0,40.6,2,197
3349,others,1610.0,2.0,64.4,3,211
3350,Whitefield,1200.0,3.0,56.58,3,205
3351,EPIP Zone,1709.0,3.0,80.0,3,64
3352,Gottigere,1400.0,2.0,50.0,3,72
3353,KR Puram,1200.0,2.0,42.0,2,103
3354,others,1439.0,3.0,57.23,3,211
3355,Kasavanhalli,1375.0,2.0,72.0,2,118
3356,Yelahanka,3600.0,6.0,200.0,6,207
3357,Bannerghatta Road,1430.0,3.0,59.0,3,32
3358,Mahadevpura,1400.0,2.0,65.8,3,143
3359,Horamavu Banaswadi,1200.0,2.0,45.0,2,88
3360,others,1435.0,2.0,60.0,3,211
3361,Thanisandra,1140.0,2.0,39.0,2,191
3362,Mallasandra,1325.0,2.0,65.0,2,144
3363,Hoodi,1370.0,3.0,67.0,3,86
3364,others,1409.0,2.0,62.0,3,211
3365,Bellandur,1200.0,2.0,52.0,2,37
3366,Thanisandra,1200.0,2.0,53.5,2,191
3367,Chandapura,1200.0,2.0,36.0,2,49
3368,others,1250.0,2.0,50.0,2,211
3369,Bommanahalli,2100.0,4.0,85.0,4,43
3370,5th Phase JP Nagar,552.0,1.0,23.5,1,3
3371,Uttarahalli,1065.0,2.0,42.59,3,197
3372,others,1225.0,2.0,65.0,2,211
3373,Padmanabhanagar,1067.0,2.0,52.0,2,163
3374,Sarjapur,1364.0,2.0,56.0,3,176
3375,others,1750.0,3.0,75.0,3,211
3376,Kaggadasapura,1540.0,3.0,75.0,3,106
3377,others,1116.0,2.0,49.8,2,211
3378,Vijayanagar,864.0,2.0,45.0,2,201
3379,Hoskote,1069.0,2.0,38.0,3,92
3380,JP Nagar,1275.0,2.0,43.6,3,97
3381,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2,169
3382,Hennur,1160.0,2.0,49.0,2,84
3383,Sarjapur  Road,1484.0,2.0,65.0,3,177
3384,Hennur Road,1310.0,2.0,66.0,2,85
3385,Jigani,1230.0,3.0,60.0,3,101
3386,Bommasandra Industrial Area,1310.0,2.0,37.83,3,45
3387,others,1150.0,2.0,60.0,2,211
3388,Munnekollal,1385.0,2.0,66.5,3,149
3389,Tumkur Road,1066.0,2.0,52.5,2,195
3390,Thanisandra,2293.0,3.0,80.26,3,191
3391,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6,169
3392,Nagavarapalya,907.0,2.0,38.0,2,157
3393,Ulsoor,3500.0,4.0,138.0,4,196
3394,others,1180.0,2.0,50.0,2,211
3395,Electronic City,1175.0,2.0,47.0,2,65
3396,others,1272.0,2.0,51.5,2,211
3397,Hormavu,1143.0,2.0,53.0,2,89
3398,Hennur Road,1552.0,3.0,75.0,3,85
3399,Pai Layout,810.0,2.0,34.5,2,164
3400,Banashankari Stage V,1650.0,3.0,51.98,3,27
3401,others,1595.0,3.0,70.39,3,211
3402,Whitefield,1060.0,2.0,35.0,2,205
3403,Babusapalaya,1410.0,2.0,65.0,3,22
3404,Nagarbhavi,1523.0,2.0,56.0,3,154
3405,others,1640.0,3.0,84.0,3,211
3406,Yelahanka New Town,450.0,1.0,16.0,1,208
3407,Bannerghatta Road,1305.0,2.0,60.0,3,32
3408,Yelahanka,1590.0,3.0,54.0,3,207
3409,Kaggadasapura,1240.0,2.0,45.0,2,106
3410,others,1200.0,2.0,54.0,2,211
3411,Dodda Nekkundi,1100.0,2.0,41.16,2,59
3412,Channasandra,1310.0,2.0,45.0,3,50
3413,others,959.0,2.0,42.5,2,211
3414,Yelahanka,1390.0,2.0,70.21,2,207
3415,Hulimavu,1590.0,2.0,46.0,2,94
3416,Kenchenahalli,1280.0,2.0,69.0,3,122
3417,Marathahalli,1196.0,2.0,57.9,2,146
3418,Sarjapur  Road,1220.0,3.0,57.0,3,177
3419,Ambalipura,950.0,2.0,31.95,2,11
3420,others,1141.0,2.0,55.0,2,211
3421,5th Phase JP Nagar,1200.0,2.0,51.0,2,3
3422,Kasavanhalli,1380.0,2.0,55.0,3,118
3423,Doddathoguru,855.0,2.0,32.0,2,62
3424,Chandapura,922.0,2.0,36.0,2,49
3425,others,1200.0,2.0,43.2,2,211
3426,7th Phase JP Nagar,1070.0,2.0,42.0,2,5
3427,R.T. Nagar,1380.0,2.0,50.0,3,167
3428,Yelahanka New Town,1599.0,3.0,80.0,3,208
3429,Nehru Nagar,967.0,2.0,41.1,2,159
3430,others,1885.0,3.0,90.0,3,211
3431,Marathahalli,1595.0,3.0,88.0,3,146
3432,Hebbal,1204.0,2.0,45.0,2,81
3433,Sarjapur  Road,1035.0,2.0,49.0,2,177
3434,others,1000.0,2.0,29.95,2,211
3435,Ramagondanahalli,1215.0,2.0,46.1,2,171
3436,Kanakpura Road,1660.0,2.0,50.125,2,115
3437,Hormavu,1100.0,2.0,38.0,2,89
3438,others,1050.0,2.0,47.0,2,211
3439,Kengeri,1230.0,2.0,45.0,2,123
3440,5th Phase JP Nagar,1240.0,3.0,60.0,3,3
3441,Electronic City Phase II,1252.0,2.0,65.0,3,66
3442,Banashankari,1040.0,2.0,45.0,2,24
3443,Sarjapur  Road,1350.0,2.0,68.0,2,177
3444,Anandapura,1151.0,2.0,43.16,2,13
3445,Uttarahalli,1360.0,2.0,47.59,3,197
3446,others,1250.0,2.0,60.0,2,211
3447,Hennur Road,1015.0,2.0,50.0,2,85
3448,Yelahanka New Town,960.0,2.0,50.0,2,208
3449,others,1110.0,2.0,52.0,2,211
3450,R.T. Nagar,1680.0,3.0,72.0,3,167
3451,others,1350.0,3.0,48.6,3,211
3452,Horamavu Banaswadi,1254.0,2.0,47.0,2,88
3453,Whitefield,1125.0,2.0,45.0,2,205
3454,Vittasandra,1650.0,3.0,85.0,3,204
3455,Gollarapalya Hosahalli,1320.0,3.0,60.0,3,71
3456,Mysore Road,1500.0,3.0,74.0,3,151
3457,Kadugodi,1010.0,2.0,50.0,2,105
3458,Channasandra,1070.0,2.0,38.0,2,50
3459,Kalena Agrahara,1040.0,2.0,45.0,2,109
3460,Kasavanhalli,1200.0,2.0,60.0,2,118
3461,Begur Road,1200.0,2.0,44.4,2,36
3462,Yelahanka,1200.0,2.0,55.0,2,207
3463,Kengeri Satellite Town,985.0,2.0,42.0,2,124
3464,Ramagondanahalli,1475.0,2.0,63.0,3,171
3465,Sarjapur  Road,1157.0,2.0,53.99,3,177
3466,others,900.0,2.0,35.0,2,211
3467,Gottigere,2500.0,3.0,120.0,4,72
3468,others,1000.0,2.0,46.0,2,211
3469,Kudlu,1570.0,2.0,65.94,3,134
3470,Kanakapura,1283.0,2.0,68.0,2,114
3471,others,1200.0,2.0,52.0,2,211
3472,Yelahanka,990.0,2.0,37.62,2,207
3473,others,1190.0,2.0,55.0,2,211
3474,Yelachenahalli,1100.0,2.0,60.0,2,206
3475,Harlur,1133.0,2.0,55.0,2,80
3476,Whitefield,1280.0,2.0,69.0,2,205
3477,Horamavu Agara,1250.0,3.0,65.0,3,87
3478,Begur Road,1565.0,2.0,49.3,3,36
3479,others,1900.0,3.0,65.0,3,211
3480,Munnekollal,1080.0,2.0,45.0,2,149
3481,JP Nagar,5048.0,2.0,237.5,3,97
3482,Sarjapur  Road,1385.0,3.0,55.0,3,177
3483,others,1578.0,3.0,73.9,3,211
3484,Sarjapur  Road,1700.0,3.0,79.9,3,177
3485,Electronic City,435.0,1.0,22.0,1,65
3486,Magadi Road,1116.0,2.0,51.89,2,142
3487,Hormavu,1000.0,2.0,50.0,2,89
3488,HSR Layout,1145.0,2.0,46.0,2,78
3489,Bommasandra,800.0,1.0,32.0,2,44
3490,Devanahalli,2425.0,3.0,88.2,3,58
3491,others,1475.0,2.0,70.0,2,211
3492,BTM 2nd Stage,1265.0,2.0,55.0,2,20
3493,Brookefield,1080.0,2.0,50.0,2,46
3494,others,2400.0,2.0,125.0,2,211
3495,Kadubeesanahalli,1545.0,2.0,66.0,3,104
3496,6th Phase JP Nagar,1350.0,2.0,58.0,3,4
3497,others,1427.0,2.0,70.0,3,211
3498,Yelahanka,935.0,2.0,35.53,2,207
3499,Sarjapura - Attibele Road,1073.0,2.0,31.77,2,178
3500,Ananth Nagar,960.0,2.0,37.0,2,14
3501,Electronic City Phase II,1125.0,2.0,32.49,2,66
3502,Brookefield,1230.0,2.0,55.0,2,46
3503,Uttarahalli,1590.0,3.0,58.0,3,197
3504,others,1350.0,3.0,68.0,3,211
3505,Raja Rajeshwari Nagar,1400.0,2.0,48.0,3,169
3506,Kaggadasapura,1560.0,2.0,72.0,3,106
3507,Mallasandra,1810.0,3.0,57.0,4,144
3508,Sonnenahalli,1484.0,3.0,74.18,3,186
3509,others,1455.0,2.0,55.0,3,211
3510,Bharathi Nagar,1351.0,2.0,74.0,2,38
3511,Kanakpura Road,1223.0,2.0,42.81,3,115
3512,KR Puram,1430.0,2.0,61.0,3,103
3513,Margondanahalli,1140.0,2.0,60.0,2,147
3514,Bommanahalli,1170.0,2.0,34.0,2,43
3515,others,1570.0,3.0,80.0,3,211
3516,others,1495.0,2.0,65.0,3,211
3517,Hoodi,1530.0,2.0,67.0,3,86
3518,Gunjur,1800.0,3.0,70.0,3,75
3519,Bellandur,1088.0,2.0,48.0,2,37
3520,Hebbal,1244.0,3.0,48.0,2,81
3521,Begur Road,1260.0,2.0,39.69,2,36
3522,others,1350.0,3.0,75.0,3,211
3523,Yelahanka New Town,2095.0,3.0,109.0,4,208
3524,Bommasandra,1280.0,3.0,50.0,3,44
3525,Whitefield,2134.0,4.0,118.0,3,205
3526,others,1440.0,3.0,72.0,3,211
3527,Hennur Road,1186.0,2.0,55.33,3,85
3528,Kudlu,1600.0,3.0,79.0,3,134
3529,GM Palaya,1000.0,2.0,35.0,2,69
3530,Kambipura,1082.0,2.0,45.5,3,111
3531,others,1200.0,2.0,56.0,2,211
3532,Begur,3500.0,4.0,185.0,3,35
3533,Dasarahalli,1220.0,2.0,52.0,2,57
3534,Doddaballapur,1590.0,2.0,48.0,3,60
3535,others,1670.0,3.0,75.0,3,211
3536,Begur,1100.0,2.0,55.0,2,35
3537,Chandapura,674.0,1.0,19.9,2,49
3538,Nagavara,1125.0,2.0,44.5,2,156
3539,others,700.0,2.0,29.0,2,211
3540,JP Nagar,1600.0,3.0,83.0,3,97
3541, Devarachikkanahalli,1130.0,2.0,36.0,2,0
3542,Electronic City,1500.0,2.0,63.0,3,65
3543,Gottigere,1230.0,2.0,52.0,3,72
3544,Kanakpura Road,525.0,1.0,26.25,1,115
3545,others,1300.0,2.0,67.0,3,211
3546,Panathur,1140.0,2.0,51.2,2,165
3547,Nagavarapalya,646.0,1.0,25.84,1,157
3548,Whitefield,1458.0,2.0,62.0,3,205
3549,Whitefield,1808.0,4.0,80.0,3,205
3550,Doddathoguru,1105.0,2.0,50.0,2,62
3551,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2,169
3552,Chandapura,1080.0,2.0,45.0,2,49
3553,Kaggalipura,1150.0,2.0,62.0,3,107
3554,Ramamurthy Nagar,1200.0,2.0,57.9,2,172
3555,Kudlu Gate,1656.0,3.0,75.0,3,135
3556,KR Puram,1040.0,2.0,50.0,2,103
3557,Hosur Road,1085.0,2.0,33.7,2,93
3558,others,1215.0,2.0,49.75,3,211
3559,NRI Layout,2150.0,4.0,115.0,4,153
3560,others,1050.0,2.0,55.0,2,211
3561,Old Madras Road,1425.0,2.0,74.31,3,162
3562,Budigere,1162.0,2.0,58.0,2,47
3563,Sarjapur  Road,914.0,2.0,32.0,2,177
3564,others,1258.0,2.0,58.0,2,211
3565,Whitefield,1537.0,2.0,70.0,3,205
3566,Chikkalasandra,1230.0,2.0,53.51,3,53
3567,Hosur Road,2000.0,4.0,69.0,4,93
3568,Anjanapura,950.0,2.0,32.0,2,16
3569,Marathahalli,4000.0,4.0,200.0,4,146
3570,Yelahanka,1282.0,2.0,48.72,3,207
3571,Jakkur,1220.0,2.0,49.0,3,98
3572,7th Phase JP Nagar,1415.0,3.0,65.0,3,5
3573,Kasavanhalli,1495.0,2.0,83.0,2,118
3574,Yeshwanthpur,2501.0,3.0,138.0,3,210
3575,Bommasandra,1942.0,3.0,90.0,3,44
3576,Electronic City,1039.0,2.0,50.0,2,65
3577,Yelahanka,1620.0,3.0,90.0,3,207
3578,Marathahalli,1314.0,2.0,55.0,2,146
3579,Bisuvanahalli,945.0,2.0,33.0,2,42
3580,Nehru Nagar,1374.0,3.0,72.0,3,159
3581,Kengeri,1230.0,2.0,52.0,3,123
3582,Hosa Road,2500.0,3.0,100.0,3,90
3583,Raja Rajeshwari Nagar,1625.0,2.0,54.0,3,169
3584,Whitefield,1186.0,2.0,55.0,2,205
3585,Electronic City,770.0,1.0,39.9,2,65
3586,Varthur,1085.0,2.0,45.0,2,198
3587,Kundalahalli,1496.0,2.0,78.0,3,137
3588,Electronics City Phase 1,1550.0,2.0,82.0,3,67
3589,Marathahalli,1200.0,2.0,58.17,3,146
3590,Electronic City Phase II,1286.0,2.0,69.0,2,66
3591,Hebbal,1860.0,3.0,95.0,3,81
3592,Haralur Road,1243.0,2.0,45.0,2,79
3593,Sarjapur,1044.0,2.0,32.0,2,176
3594,7th Phase JP Nagar,1040.0,2.0,41.59,2,5
3595,8th Phase JP Nagar,1125.0,2.0,36.94,2,6
3596,Subramanyapura,1278.0,2.0,59.0,3,187
3597,others,2400.0,6.0,98.0,6,211
3598,others,1250.0,2.0,43.0,2,211
3599,Vijayanagar,2400.0,6.0,125.0,5,201
3600,Sarjapur  Road,1157.0,2.0,57.84,3,177
3601,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2,169
3602,Ramamurthy Nagar,1305.0,3.0,60.0,3,172
3603,Thanisandra,1165.5,1.0,35.285,1,191
3604,Sarjapur  Road,1150.0,2.0,36.8,2,177
3605,Whitefield,1806.0,3.0,85.0,3,205
3606,Kudlu,1027.0,2.0,42.0,2,134
3607,Uttarahalli,1002.0,2.0,40.08,2,197
3608,Electronic City Phase II,1220.0,2.0,36.21,3,66
3609,Whitefield,1109.0,2.0,35.22,2,205
3610,Kalyan nagar,1250.0,2.0,65.0,2,110
3611,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2,169
3612,Doddathoguru,925.0,2.0,30.0,2,62
3613,Battarahalli,1636.0,2.0,82.89,2,34
3614,Whitefield,1216.0,2.0,67.0,2,205
3615,Yelahanka,654.0,1.0,36.25,1,207
3616,others,1190.0,2.0,41.0,2,211
3617,others,1250.0,2.0,67.0,2,211
3618,others,2260.0,3.0,80.0,2,211
3619,others,2700.0,3.0,90.0,4,211
3620,JP Nagar,3000.0,3.0,150.0,4,97
3621,Hennur Road,1020.0,2.0,47.0,2,85
3622,Marathahalli,1125.0,2.0,55.0,2,146
3623,others,909.0,2.0,43.0,3,211
3624,Kadugodi,1152.0,2.0,61.0,2,105
3625,Subramanyapura,958.0,2.0,34.49,2,187
3626,others,1800.0,2.0,100.0,3,211
3627,Thanisandra,1087.0,1.0,38.535,1,191
3628,Thanisandra,1430.0,2.0,54.0,3,191
3629,Bommanahalli,1020.0,2.0,55.0,2,43
3630,Electronic City Phase II,1140.0,2.0,32.92,2,66
3631,Anekal,967.0,2.0,45.0,3,15
3632,others,850.0,1.0,35.5,2,211
3633,others,1100.0,2.0,32.0,2,211
3634,Varthur,1250.0,2.0,47.0,2,198
3635,Gottigere,1120.0,2.0,50.0,2,72
3636,Hebbal,1200.0,2.0,52.0,2,81
3637, Devarachikkanahalli,1417.0,2.0,76.0,3,0
3638,Devanahalli,1498.0,3.0,79.15,3,58
3639,Kundalahalli,1010.0,2.0,48.27,2,137
3640,Channasandra,1050.0,2.0,35.0,2,50
3641,others,1200.0,2.0,55.0,2,211
3642,Bellandur,982.0,2.0,37.28,2,37
3643,Kengeri,750.0,2.0,36.5,2,123
3644,Electronic City,919.0,2.0,35.0,2,65
3645,Budigere,1087.0,2.0,54.3,2,47
3646,others,1480.0,3.0,74.0,3,211
3647,Tindlu,1180.0,2.0,52.0,2,194
3648,Jigani,1221.0,3.0,65.0,3,101
3649,Whitefield,1600.0,3.0,69.0,3,205
3650,Sahakara Nagar,2200.0,3.0,98.0,3,174
3651,Hennur Road,1061.0,2.0,54.92,2,85
3652,Marathahalli,1250.0,2.0,68.0,2,146
3653,Hennur Road,1585.0,2.0,80.0,3,85
3654,Kammasandra,1015.0,2.0,37.0,2,113
3655,Marathahalli,1125.0,2.0,56.8,2,146
3656,Electronic City Phase II,1116.0,2.0,40.0,2,66
3657,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2,169
3658,others,1310.0,2.0,55.0,3,211
3659,Kaggadasapura,1240.0,2.0,58.58,2,106
3660,Budigere,1820.0,3.0,89.0,3,47
3661,Gubbalala,2500.0,3.0,88.0,3,74
3662,Hosa Road,1245.0,2.0,62.0,2,90
3663,GM Palaya,1315.0,3.0,65.0,3,69
3664,Kenchenahalli,1410.0,2.0,73.0,3,122
3665,Dasarahalli,1375.0,2.0,60.0,2,57
3666,others,993.0,2.0,45.5,2,211
3667,Bommasandra Industrial Area,1200.0,3.0,45.0,2,45
3668,others,6000.0,1.0,276.0,1,211
3669,others,825.0,2.0,40.0,1,211
3670,Gottigere,1500.0,3.0,63.0,3,72
3671,Akshaya Nagar,1890.0,4.0,100.0,3,10
3672,Hulimavu,850.0,1.0,39.5,2,94
3673,others,1320.0,2.0,60.0,3,211
3674,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3,169
3675,Babusapalaya,1305.0,2.0,70.0,2,22
3676,Kodichikkanahalli,450.0,1.0,18.0,1,126
3677,Tumkur Road,4800.0,5.0,150.0,5,195
3678,Whitefield,1991.0,3.0,104.0,3,205
3679,Battarahalli,1779.0,3.0,90.0,3,34
3680,Banaswadi,870.0,2.0,38.0,2,29
3681,Gottigere,1200.0,2.0,40.0,2,72
3682,Electronic City Phase II,1150.0,3.0,46.0,3,66
3683,Sonnenahalli,1610.0,3.0,80.48,3,186
3684,Whitefield,1190.0,2.0,41.0,2,205
3685,others,1050.0,2.0,50.0,2,211
3686,others,600.0,1.0,33.0,1,211
3687,others,1569.0,3.0,70.0,3,211
3688,others,1410.0,2.0,45.12,3,211
3689,Whitefield,1109.0,2.0,35.47,2,205
3690,Varthur Road,1255.0,2.0,52.76,2,199
3691,others,1020.0,2.0,49.0,2,211
3692,Singasandra,1120.0,2.0,60.0,2,183
3693,Whitefield,5200.0,5.0,242.0,4,205
3694,Bommasandra,1127.0,2.0,45.0,2,44
3695,Kaggadasapura,1000.0,2.0,43.0,2,106
3696,CV Raman Nagar,1225.0,2.0,47.88,2,48
3697,Hormavu,1350.0,2.0,45.0,2,89
3698,Sahakara Nagar,1175.0,2.0,49.0,2,174
3699,others,655.0,1.0,27.0,1,211
3700,CV Raman Nagar,1000.0,2.0,38.5,2,48
3701,Somasundara Palya,1275.0,2.0,52.0,3,184
3702,others,927.0,2.0,50.0,2,211
3703,Varthur,1520.0,2.0,61.0,3,198
3704,others,600.0,1.0,18.0,1,211
3705,Sarjapur  Road,2582.5,2.0,85.125,3,177
3706,others,1175.0,2.0,48.72,2,211
3707,8th Phase JP Nagar,1089.0,2.0,43.55,2,6
3708,Hoodi,1257.0,2.0,68.5,2,86
3709,Sarjapur,650.0,1.0,19.87,1,176
3710,Vidyaranyapura,945.0,2.0,40.0,2,200
3711,Koramangala,1161.0,2.0,63.85,2,131
3712,Banashankari Stage V,1630.0,3.0,51.35,3,27
3713,Jalahalli,1310.0,2.0,60.0,3,99
3714,others,750.0,2.0,28.0,2,211
3715,others,1000.0,2.0,45.0,2,211
3716,Nagavara,1315.0,2.0,70.0,2,156
3717,Haralur Road,1580.0,3.0,73.0,3,79
3718,Akshaya Nagar,2650.0,3.0,125.0,3,10
3719,Uttarahalli,1075.0,2.0,40.0,2,197
3720,Subramanyapura,1400.0,2.0,55.0,3,187
3721,Bisuvanahalli,845.0,2.0,30.0,2,42
3722,Gunjur,1175.0,2.0,43.48,2,75
3723,Sarjapur  Road,1800.0,3.0,90.0,4,177
3724,Singasandra,1099.0,2.0,37.5,2,183
3725,Marathahalli,1200.0,2.0,53.0,2,146
3726,Hulimavu,1000.0,2.0,45.0,2,94
3727,Electronic City,1159.0,2.0,38.0,3,65
3728,BTM Layout,1540.0,2.0,78.0,3,21
3729,Uttarahalli,1580.0,3.0,60.0,3,197
3730,Mico Layout,1190.0,2.0,39.25,2,148
3731,others,1200.0,2.0,61.0,2,211
3732,others,1500.0,2.0,52.0,3,211
3733,Padmanabhanagar,1150.0,2.0,45.0,2,163
3734,Sarjapur  Road,7800.0,6.0,385.0,5,177
3735,others,1765.0,3.0,77.27,3,211
3736,others,1768.0,3.0,95.0,3,211
3737,Kothanur,1790.0,3.0,97.0,3,133
3738,Mahadevpura,1137.0,2.0,53.4,2,143
3739,Jakkur,4305.905,2.0,229.0,4,98
3740,Devanahalli,7370.0,4.0,393.5,4,58
3741,AECS Layout,1308.0,2.0,60.0,2,8
3742,Bisuvanahalli,1200.0,2.0,41.0,3,42
3743,others,800.0,1.0,32.0,1,211
3744,Subramanyapura,958.0,2.0,33.53,2,187
3745,Dommasandra,1090.0,2.0,43.5,2,63
3746,Ramagondanahalli,1251.0,2.0,50.0,2,171
3747,Electronic City,1070.0,2.0,53.0,2,65
3748,Kalena Agrahara,1200.0,2.0,45.0,2,109
3749,CV Raman Nagar,1435.0,2.0,60.0,3,48
3750,Bommasandra,1400.0,2.0,45.0,3,44
3751,Judicial Layout,2330.0,3.0,94.71,4,102
3752,Thanisandra,1200.0,2.0,60.0,2,191
3753,Panathur,1000.0,2.0,40.0,2,165
3754,Bannerghatta Road,1655.0,2.0,62.89,3,32
3755,Electronics City Phase 1,1175.0,2.0,50.0,2,67
3756,Uttarahalli,1155.0,2.0,40.43,2,197
3757,Jakkur,2550.0,2.0,98.485,3,98
3758,others,1010.0,2.0,55.0,2,211
3759,others,650.0,1.0,20.0,2,211
3760,Bannerghatta Road,1693.0,3.0,89.0,3,32
3761,NGR Layout,1020.0,2.0,46.0,2,152
3762,Amruthahalli,1700.0,3.0,77.0,3,12
3763,Bannerghatta Road,1280.0,2.0,60.16,2,32
3764,Hosur Road,1170.0,2.0,48.0,2,93
3765,Sarjapur  Road,1150.0,2.0,44.0,2,177
3766,others,1080.0,2.0,37.8,2,211
3767,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2,169
3768,Bommanahalli,1250.0,3.0,41.0,3,43
3769,Banashankari,1200.0,2.0,49.0,2,24
3770,Electronics City Phase 1,1140.0,1.0,45.4,1,67
3771,Channasandra,1093.0,2.0,34.0,2,50
3772,others,1500.0,2.0,45.0,2,211
3773,others,1800.0,3.0,85.0,3,211
3774,Kothannur,1240.0,2.0,39.85,3,132
3775,CV Raman Nagar,1020.0,2.0,55.0,2,48
3776,Gunjur,1362.0,3.0,62.63,3,75
3777,Yelahanka,694.0,1.0,30.84,1,207
3778,Vittasandra,1404.0,2.0,70.0,2,204
3779,Electronic City Phase II,1192.0,2.0,47.0,3,66
3780,Vittasandra,1259.0,2.0,67.48,2,204
3781,Kengeri,1000.0,2.0,34.0,2,123
3782,Rachenahalli,985.0,2.0,49.97,2,168
3783,Uttarahalli,1650.0,2.0,50.0,3,197
3784,others,1190.0,2.0,48.6,2,211
3785,Sarjapur,1175.0,2.0,42.0,2,176
3786,Whitefield,1140.0,2.0,40.0,2,205
3787,Hoskote,1095.0,2.0,33.6,2,92
3788,Choodasandra,725.0,2.0,36.0,2,54
3789,others,1600.0,2.0,88.0,3,211
3790,Nehru Nagar,1674.0,3.0,90.0,3,159
3791,Padmanabhanagar,1350.0,3.0,71.55,3,163
3792,Horamavu Agara,1145.0,2.0,41.21,2,87
3793,7th Phase JP Nagar,1100.0,3.0,60.0,2,5
3794,Raja Rajeshwari Nagar,1630.0,3.0,60.65,3,169
3795,Hennur Road,1020.0,2.0,45.0,2,85
3796,Hosakerehalli,1410.0,2.0,53.58,3,91
3797,Banaswadi,1200.0,2.0,60.0,2,29
3798,Old Airport Road,1050.0,2.0,50.0,2,161
3799,others,500.0,1.0,20.0,1,211
3800,Raja Rajeshwari Nagar,1531.0,3.0,51.77,3,169
3801,Anekal,620.0,1.0,23.5,2,15
3802,8th Phase JP Nagar,1605.0,2.0,65.0,3,6
3803,Sarjapur  Road,1400.0,3.0,55.0,3,177
3804,Hebbal,1110.0,3.0,59.0,3,81
3805,Varthur Road,1033.0,2.0,30.47,3,199
3806,others,1500.0,2.0,75.0,3,211
3807,Electronic City Phase II,1502.0,3.0,50.0,3,66
3808,others,1176.0,2.0,45.0,3,211
3809,Hosa Road,1063.0,2.0,32.8,2,90
3810,Kammanahalli,1100.0,2.0,60.0,2,112
3811,6th Phase JP Nagar,1216.0,2.0,60.0,2,4
3812,others,1425.0,3.0,55.0,3,211
3813,Uttarahalli,1025.0,2.0,35.88,2,197
3814,Lakshminarayana Pura,3050.0,2.0,90.0,3,140
3815,Kadubeesanahalli,1424.0,2.0,75.0,3,104
3816,others,1285.0,2.0,45.0,2,211
3817,Babusapalaya,1450.0,2.0,55.99,2,22
3818,others,2000.0,2.0,95.0,3,211
3819,Uttarahalli,1125.0,2.0,47.65,2,197
3820,Old Madras Road,3900.0,4.0,175.0,4,162
3821,Raja Rajeshwari Nagar,1133.0,2.0,38.37,2,169
3822,Arekere,1240.0,2.0,60.0,2,18
3823,Devanahalli,1466.0,3.0,77.59,3,58
3824,Akshaya Nagar,1300.0,2.0,54.0,2,10
3825,others,1320.0,2.0,55.0,3,211
3826,Rayasandra,1601.0,3.0,70.0,3,173
3827,Whitefield,1115.0,2.0,55.0,2,205
3828,others,1322.0,2.0,61.99,2,211
3829,others,1450.0,2.0,65.0,3,211
3830,Devanahalli,775.0,1.0,39.0,1,58
3831,Hoodi,1000.0,2.0,48.0,2,86
3832,others,425.0,1.0,15.0,1,211
3833,others,820.0,2.0,30.0,2,211
3834,Ramagondanahalli,1151.0,2.0,43.6,2,171
3835,Hulimavu,1320.0,2.0,59.0,3,94
3836,others,1450.0,3.0,68.0,3,211
3837,Devanahalli,1020.0,2.0,49.87,1,58
3838,Electronic City,2400.0,2.0,78.0,3,65
3839,Mysore Road,1360.0,3.0,47.6,3,151
3840,Brookefield,1089.0,2.0,49.0,2,46
3841,Yelahanka,1115.0,2.0,60.0,2,207
3842,Kudlu Gate,1215.0,2.0,45.0,2,135
3843,Sarjapur  Road,1194.0,2.0,51.0,2,177
3844,Electronic City,1571.0,3.0,83.0,3,65
3845,Budigere,664.0,1.0,35.4,1,47
3846, Devarachikkanahalli,1230.0,2.0,58.0,2,0
3847,Hegde Nagar,1340.0,2.0,72.0,2,83
3848,Sarjapur,1240.0,2.0,43.1,2,176
3849,Electronic City,1470.0,2.0,44.1,3,65
3850,others,1000.0,2.0,35.0,2,211
3851,Gunjur,1071.0,2.0,51.0,2,75
3852,Sector 2 HSR Layout,1512.0,3.0,80.0,3,179
3853,Kalyan nagar,1190.0,2.0,60.0,2,110
3854,Kanakpura Road,1283.0,2.0,63.22,2,115
3855,Mallasandra,1325.0,2.0,73.0,2,144
